GENE_ID	55509	29126	10320	3665	5371	6772	6773	
COMMON	BATF3	CD274	IKZF1	IRF7	PML	STAT1	STAT2	
TCGA-BF-A3DN-01	-0.6607	-0.2628	-0.5552	-0.7149	-0.7801	-0.5038	-0.2914	
TCGA-DA-A1I0-06	0.2921	-0.3584	-0.2518	-0.5905	0.1949	-1.0724	-1.0372	
TCGA-DA-A3F2-06	0.7770	-0.2961	1.7099	1.2578	2.2008	-0.6052	0.0124	
TCGA-DA-A3F3-06	-1.0357	-0.1872	-0.5157	-0.9200	-0.0587	-0.3551	-1.1870	
TCGA-DA-A3F5-06	1.3873	-0.3271	-0.5553	-0.7769	-0.5934	-0.9706	-1.3028	
TCGA-DA-A3F8-06	1.1810	1.0275	0.7552	-0.1262	1.3393	2.0981	1.0940	
TCGA-EE-A3J3-06	-0.2125	-0.3349	-0.3677	1.8012	0.5075	0.0997	-0.2566	
TCGA-EE-A3J4-06	-0.8930	-0.2263	-0.4946	-0.5224	-0.4770	-0.5407	-0.0985	
TCGA-EE-A3J5-06	-0.6191	-0.1310	-0.2673	-0.6319	-0.0042	0.1334	-0.1412	
TCGA-EE-A3J7-06	0.0027	-0.3434	-0.5162	-0.8698	-1.0971	-0.6333	-0.9655	
TCGA-EE-A3J8-06	-0.6257	-0.3556	-0.5763	-1.1762	-1.4364	-0.6683	-0.7367	
TCGA-EE-A3JA-06	-0.9267	-0.2393	-0.1038	-1.1470	-1.3781	0.0363	-0.4103	
TCGA-EE-A3JD-06	0.3389	-0.0175	1.6464	-0.5375	-0.3050	0.4855	-0.0039	
TCGA-EE-A3JE-06	0.1594	0.7621	0.6372	-0.9384	-0.4138	1.7551	0.5736	
TCGA-ER-A3ES-06	-1.0392	-0.3412	-0.5827	-1.1716	-0.5201	-1.1017	-0.3118	
TCGA-ER-A3ET-06	-0.4301	-0.1865	-0.2371	-0.3155	-0.9716	-0.1491	-0.3109	
TCGA-ER-A3EV-06	-0.7810	-0.3390	-0.3041	-1.0574	-0.1807	-0.5375	0.2165	
TCGA-IH-A3EA-01	-0.2693	-0.2965	-0.5492	1.4427	-0.4268	-0.9708	-0.6441	
