GENE_ID,5916,6256,7008,55509,10320,3665,5371,6772,6773
COMMON,RARG,RXRA,TEF,BATF3,IKZF1,IRF7,PML,STAT1,STAT2
TCGA-ER-A19B-06,1.3693,-0.5697,1.1302,0.5496,-0.5606,-0.8960,-0.0019,-0.4727,-0.8060
TCGA-ER-A19C-06,-0.7840,-0.5739,0.9357,-0.7913,-0.5312,-0.7979,0.2931,-0.9255,-0.5466
TCGA-ER-A19D-06,4.3884,1.0039,-0.8131,-0.5237,-0.1484,-0.8239,-0.5903,-0.4903,-0.8152
TCGA-ER-A19E-06,6.0451,0.3524,-1.1988,-0.9294,-0.4726,-1.0406,-1.3104,-0.8339,-1.3577
TCGA-ER-A19F-06,0.1465,-1.3130,-0.8361,-0.9500,-0.4970,-0.4806,-0.4099,-0.5308,0.6167
TCGA-ER-A19G-06,-0.0438,0.1364,0.1769,-0.1480,-0.1717,0.2968,-0.1680,2.3570,0.3679
TCGA-ER-A19H-06,0.8478,-0.3343,-0.9320,-0.7173,-0.2287,-0.3225,-0.4192,0.1310,1.2402
TCGA-ER-A19J-06,0.0443,1.0767,-0.2836,-0.6763,-0.4974,-0.8224,-0.9723,-0.6957,-0.4505
TCGA-ER-A19K-01,-0.6311,-0.7767,-1.1191,-0.8169,-0.5044,-0.7117,-0.0731,-0.5674,0.7348
TCGA-ER-A19L-06,0.0976,1.4183,-0.5986,-0.7329,-0.5060,-0.9727,0.2211,-0.6860,-0.9631
TCGA-ER-A19N-06,0.2048,-0.0620,-0.0310,-0.4818,0.3179,-0.2965,-0.3007,-0.3483,-0.6031
TCGA-ER-A19O-06,-0.0176,1.9615,-1.0061,-0.1423,0.0708,0.1176,3.5469,-0.6848,0.1283
TCGA-ER-A19P-06,1.0205,-0.5131,-0.7773,0.5916,2.0445,0.4504,0.8111,1.4642,0.7032
TCGA-ER-A19Q-06,0.4526,-0.7209,-0.9278,-0.6309,-0.0993,0.4160,-0.4711,0.4510,0.0798
TCGA-ER-A19S-06,-0.7582,0.4372,0.1943,0.5268,0.8891,-0.2795,1.8594,2.9818,0.5346
TCGA-ER-A19T-01,3.0411,1.5372,-0.7082,-0.5623,-0.5807,-0.1626,-0.6127,-0.9241,-1.0598
TCGA-ER-A19T-06,-0.4275,-0.5699,1.7572,1.4718,-0.3529,0.2350,0.2101,-0.7790,-0.7984
TCGA-ER-A1A1-06,-1.2972,-0.4229,-0.2152,1.5541,5.3015,0.5733,-0.3165,-0.4615,-0.2105
TCGA-ER-A2NB-01,6.4051,4.5740,0.4758,2.6762,-0.4652,1.2582,0.8553,-0.8456,-1.0346
TCGA-ER-A2NC-06,0.1469,0.7365,-0.1412,1.3845,-0.1488,-0.6320,-0.4403,-0.7620,-1.1763
TCGA-ER-A2ND-06,-0.7991,-0.4478,-0.9538,-0.1071,-0.5374,-0.3697,-0.9962,-1.0552,-0.3169
TCGA-ER-A2NE-06,-0.7282,-0.1032,0.5037,-1.0602,-0.5846,-0.8173,-0.6057,-0.9474,-0.1807
TCGA-ER-A2NF-01,-0.3014,4.0176,-1.0094,-0.5173,-0.0526,0.4332,0.3286,-0.0138,1.2433
TCGA-ER-A2NF-06,-0.8008,3.5250,-0.9374,-0.9311,-0.3283,0.9064,0.7717,-0.2867,1.6619
TCGA-ER-A2NG-06,-0.4163,-1.1228,-0.7762,-0.3698,0.1654,0.0283,1.0555,1.3798,0.2674
TCGA-ER-A2NH-06,-0.4168,0.1883,0.6630,0.3257,0.4601,0.1221,1.6439,2.7699,1.2250
TCGA-FS-A1YW-06,-0.7555,-1.5096,1.6876,-0.9629,-0.4176,-0.8142,-0.1232,-0.9248,-0.7240
TCGA-FS-A1YX-06,0.2108,1.0133,0.5679,-0.8034,-0.4859,-0.5820,-1.3256,-0.6705,-0.9997
TCGA-FS-A1YY-06,-0.8194,-1.6512,-0.2472,-0.7911,-0.5482,-1.0438,-0.5822,-1.0862,-0.5446
TCGA-FS-A1Z0-06,0.2738,-0.2670,-0.7184,-0.6561,-0.1027,-0.8355,-0.9910,0.9222,-0.6820
TCGA-FS-A1Z3-06,0.2436,-1.5151,-0.8815,-0.5330,-0.5191,-0.9868,-0.3014,-0.8106,-0.3609
TCGA-FS-A1Z4-06,-0.9825,-0.1954,-0.5406,0.1764,1.0976,1.5513,-0.1547,1.0210,-0.5592
TCGA-FS-A1Z7-06,1.0944,1.0839,1.8248,-0.1478,-0.4389,-0.8719,-0.4407,-0.7360,-0.3804
TCGA-FS-A1ZA-06,-0.9261,-1.1288,-0.3083,1.8519,-0.4071,-0.9590,-0.8364,-0.3660,-1.3463
TCGA-FS-A1ZB-06,0.4242,1.3973,0.4650,-0.1538,-0.2177,1.2311,-0.0813,-0.4064,-0.2989
TCGA-FS-A1ZC-06,1.2815,-1.1888,-0.7338,3.9409,-0.5635,-0.8773,-0.9971,-0.9942,-1.4764
TCGA-FS-A1ZD-06,2.0297,2.7259,5.2732,-0.0992,-0.4820,-0.7462,-1.1141,-0.9329,-1.3459
TCGA-FS-A1ZE-06,-0.9031,-0.4893,3.5869,-0.5811,-0.5519,-1.0443,-1.2577,-0.9542,-0.9062
TCGA-FS-A1ZF-06,1.3311,-1.0546,0.0905,0.2743,-0.5534,-0.9713,-0.7662,-0.9123,-0.9721
TCGA-FS-A1ZG-06,-0.6924,-0.6038,0.7693,-0.9772,-0.5572,-0.8824,-0.2826,-0.7573,0.9909
TCGA-FS-A1ZH-06,-0.2662,0.0736,1.5241,2.8573,0.1105,-0.5206,-0.2657,-0.2351,-0.6130
TCGA-FS-A1ZJ-06,1.0609,1.2802,-0.7643,-0.6142,-0.4733,-1.0367,-1.0597,-0.8368,-1.0101
TCGA-FS-A1ZK-06,-1.0804,-1.0289,-0.1667,-0.4744,-0.5621,-0.6795,-0.9390,-0.7974,-1.0706
TCGA-FS-A1ZM-06,-0.2922,-0.7575,0.7976,1.4826,-0.1260,-0.5472,-0.7506,0.4203,0.4180
TCGA-FS-A1ZN-01,0.2235,0.2468,0.3261,-0.8088,-0.5654,-0.8255,-0.5863,-0.5439,0.2867
TCGA-FS-A1ZP-06,0.0795,0.0479,1.1073,-0.9464,-0.0748,-1.1494,-1.0466,-0.5620,0.0230
TCGA-FS-A1ZQ-06,-0.7009,-0.7428,0.9595,-0.6910,-0.4503,0.6910,1.5754,-0.5466,0.0586
TCGA-FS-A1ZR-06,1.5956,-0.6226,3.4147,-0.7877,-0.4755,-0.6932,-0.4767,-0.2993,-0.2641
TCGA-FS-A1ZS-06,0.0670,-0.8901,-0.5587,-0.8150,-0.4763,0.2019,0.4688,-0.2580,-0.5208
TCGA-FS-A1ZT-06,-0.4670,-0.2433,-0.2865,-0.8918,0.0141,-0.5472,-0.9101,0.3751,-0.5156
TCGA-FS-A1ZU-06,0.7887,-0.9939,-0.7054,-0.5990,-0.5424,-1.0668,-1.4106,-1.0629,-1.7238
TCGA-FS-A1ZW-06,-1.0498,-1.9696,-0.2022,-0.8461,0.2258,-1.1104,-1.0965,1.8036,1.4385
